event_id,investigation_id,evidence_file_id,line_number,timestamp,hostname,process,process_id,event_type,event_category,username,target_username,source_ip,source_port,authentication_method,command,result,raw_message,classification,severity,confidence,matched_rule_ids,parsing_error,created_at
event-5653392b478c,inv-248600b1fbdc,file-82f07ce6a1e7,77,2026-03-10T03:17:40,webserver01,sshd,1425,unparsed,unknown,,,,,,,,input_userauth_request: invalid user postgres [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.803673
event-11b1d8d03ff4,inv-248600b1fbdc,file-82f07ce6a1e7,78,2026-03-10T03:17:40,webserver01,sshd,1425,ssh_invalid_user,authentication,postgres,,198.51.100.23,58128,,,failed,Failed password for invalid user postgres from 198.51.100.23 port 58128 ssh2,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.803785
event-06ad3a3259ae,inv-248600b1fbdc,file-82f07ce6a1e7,79,2026-03-10T03:18:17,webserver01,sshd,1430,ssh_invalid_user,authentication,user,,198.51.100.23,59819,,,failed,Invalid user user from 198.51.100.23 port 59819,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.803875
event-644520a63f2d,inv-248600b1fbdc,file-82f07ce6a1e7,80,2026-03-10T03:18:17,webserver01,sshd,1430,unparsed,unknown,,,,,,,,input_userauth_request: invalid user user [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.803964
event-4183ce1efff1,inv-248600b1fbdc,file-82f07ce6a1e7,81,2026-03-10T03:18:17,webserver01,sshd,1430,ssh_invalid_user,authentication,user,,198.51.100.23,59819,,,failed,Failed password for invalid user user from 198.51.100.23 port 59819 ssh2,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804072
event-b07d463839d2,inv-248600b1fbdc,file-82f07ce6a1e7,82,2026-03-10T03:18:58,webserver01,sshd,1434,ssh_invalid_user,authentication,support,,198.51.100.23,60782,,,failed,Invalid user support from 198.51.100.23 port 60782,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804160
event-f58dd27ac4c2,inv-248600b1fbdc,file-82f07ce6a1e7,83,2026-03-10T03:18:58,webserver01,sshd,1434,unparsed,unknown,,,,,,,,input_userauth_request: invalid user support [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.804247
event-5719671cd25a,inv-248600b1fbdc,file-82f07ce6a1e7,84,2026-03-10T03:18:58,webserver01,sshd,1434,ssh_invalid_user,authentication,support,,198.51.100.23,60782,,,failed,Failed password for invalid user support from 198.51.100.23 port 60782 ssh2,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804364
event-d4393ccb3156,inv-248600b1fbdc,file-82f07ce6a1e7,85,2026-03-10T03:19:50,webserver01,sshd,1442,ssh_invalid_user,authentication,admin,,198.51.100.23,48228,,,failed,Invalid user admin from 198.51.100.23 port 48228,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804452
event-c991234f7a5c,inv-248600b1fbdc,file-82f07ce6a1e7,86,2026-03-10T03:19:50,webserver01,sshd,1442,unparsed,unknown,,,,,,,,input_userauth_request: invalid user admin [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.804537
event-e6a5cfb4b781,inv-248600b1fbdc,file-82f07ce6a1e7,87,2026-03-10T03:19:50,webserver01,sshd,1442,ssh_invalid_user,authentication,admin,,198.51.100.23,48228,,,failed,Failed password for invalid user admin from 198.51.100.23 port 48228 ssh2,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804719
event-eb15729a6377,inv-248600b1fbdc,file-82f07ce6a1e7,88,2026-03-10T03:20:15,webserver01,sshd,1449,ssh_invalid_user,authentication,admin,,198.51.100.23,49066,,,failed,Invalid user admin from 198.51.100.23 port 49066,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.804827
event-d99ad686af8f,inv-248600b1fbdc,file-82f07ce6a1e7,89,2026-03-10T03:20:15,webserver01,sshd,1449,unparsed,unknown,,,,,,,,input_userauth_request: invalid user admin [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.804942
event-2c408ea7ba27,inv-248600b1fbdc,file-82f07ce6a1e7,90,2026-03-10T03:20:15,webserver01,sshd,1449,ssh_invalid_user,authentication,admin,,198.51.100.23,49066,,,failed,Failed password for invalid user admin from 198.51.100.23 port 49066 ssh2,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.805066
event-50bef46f3437,inv-248600b1fbdc,file-82f07ce6a1e7,91,2026-03-10T03:20:35,webserver01,sshd,1455,ssh_invalid_user,authentication,support,,198.51.100.23,44286,,,failed,Invalid user support from 198.51.100.23 port 44286,Critical,High,0.5,"['AUTH-002', 'AUTH-003']",,2026-08-03T16:44:07.805157
event-6f2f5b5b9e2a,inv-248600b1fbdc,file-82f07ce6a1e7,92,2026-03-10T03:20:35,webserver01,sshd,1455,unparsed,unknown,,,,,,,,input_userauth_request: invalid user support [preauth],Unknown,Informational,0.5,[],,2026-08-03T16:44:07.805245
