2026-08-07 19:14:27 | INFO | reconforge | ReconForge started
2026-08-07 19:24:24 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 19:24:24 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 19:24:24 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 19:24:24 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 19:24:24 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 19:24:24 | INFO | reconforge | ReconForge execution completed
2026-08-07 19:47:54 | INFO | reconforge | ReconForge started
2026-08-07 19:47:54 | INFO | reconforge | Target received: example.com
2026-08-07 19:47:54 | INFO | reconforge | Target normalized successfully: example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Starting DNS lookup for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 2 A record(s) for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 1 AAAA record(s) for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 1 MX record(s) for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 2 NS record(s) for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 2 TXT record(s) for example.com
2026-08-07 19:47:54 | DEBUG | reconforge.dns | No CNAME records found for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | Collected 1 SOA record(s) for example.com
2026-08-07 19:47:54 | INFO | reconforge.dns | DNS lookup completed for example.com with status success
2026-08-07 19:47:54 | INFO | reconforge.http | Starting HTTP reconnaissance for https://example.com
2026-08-07 19:47:56 | INFO | reconforge.http | HTTP reconnaissance completed for https://example.com: status=200
2026-08-07 19:47:56 | INFO | reconforge | ReconForge execution completed
2026-08-07 19:48:09 | INFO | reconforge | ReconForge started
2026-08-07 19:48:09 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 19:48:09 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 19:48:09 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 19:48:09 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 19:48:09 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 19:48:13 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 19:48:13 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:36:54 | INFO | reconforge | ReconForge started
2026-08-07 20:36:54 | INFO | reconforge | Target received: example.com
2026-08-07 20:36:54 | INFO | reconforge | Target normalized successfully: example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Starting DNS lookup for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 2 A record(s) for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 1 AAAA record(s) for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 1 MX record(s) for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 2 NS record(s) for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 2 TXT record(s) for example.com
2026-08-07 20:36:54 | DEBUG | reconforge.dns | No CNAME records found for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | Collected 1 SOA record(s) for example.com
2026-08-07 20:36:54 | INFO | reconforge.dns | DNS lookup completed for example.com with status success
2026-08-07 20:36:54 | INFO | reconforge.http | Starting HTTP reconnaissance for https://example.com
2026-08-07 20:36:55 | INFO | reconforge.http | HTTP reconnaissance completed for https://example.com: status=200
2026-08-07 20:36:55 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:36:55 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:36:55 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:37:17 | INFO | reconforge | ReconForge started
2026-08-07 20:37:17 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 20:37:17 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 20:37:17 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 20:37:17 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:37:17 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 20:37:23 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 20:37:23 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:37:23 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:37:23 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:45:53 | INFO | reconforge | ReconForge started
2026-08-07 20:45:53 | INFO | reconforge | Target received: example.com
2026-08-07 20:45:53 | INFO | reconforge | Target normalized successfully: example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Starting DNS lookup for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 2 A record(s) for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 1 AAAA record(s) for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 1 MX record(s) for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 2 NS record(s) for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 2 TXT record(s) for example.com
2026-08-07 20:45:53 | DEBUG | reconforge.dns | No CNAME records found for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | Collected 1 SOA record(s) for example.com
2026-08-07 20:45:53 | INFO | reconforge.dns | DNS lookup completed for example.com with status success
2026-08-07 20:45:53 | INFO | reconforge.http | Starting HTTP reconnaissance for https://example.com
2026-08-07 20:45:54 | INFO | reconforge.http | HTTP reconnaissance completed for https://example.com: status=200
2026-08-07 20:45:54 | INFO | reconforge.tls | Starting TLS certificate analysis for example.com
2026-08-07 20:45:54 | INFO | reconforge.tls | TLS certificate analysis completed for example.com
2026-08-07 20:45:54 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:45:54 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:45:54 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:46:11 | INFO | reconforge | ReconForge started
2026-08-07 20:46:11 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 20:46:11 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 20:46:11 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 20:46:11 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 20:46:11 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 20:46:11 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 20:46:12 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:46:12 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 20:46:12 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 20:46:12 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:46:12 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:46:12 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:50:21 | INFO | reconforge | ReconForge started
2026-08-07 20:50:21 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 20:50:21 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 20:50:21 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:50:22 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 20:50:22 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 20:50:22 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 20:50:22 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:50:22 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 20:50:23 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 20:50:23 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 20:50:23 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 20:50:23 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:50:23 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:50:23 | INFO | reconforge | ReconForge execution completed
2026-08-07 20:56:34 | INFO | reconforge | ReconForge started
2026-08-07 20:56:34 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 20:56:34 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 20:56:34 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:56:35 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 20:56:35 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 20:56:35 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 20:56:35 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 20:56:35 | INFO | reconforge.ip | Starting IP information reconnaissance
2026-08-07 20:56:35 | INFO | reconforge.ip | Analyzing IP address 118.139.164.184
2026-08-07 20:56:36 | INFO | reconforge.ip | IP reconnaissance completed with 1 IP address(es)
2026-08-07 20:56:36 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 20:56:40 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 20:56:40 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 20:56:40 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 20:56:40 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 20:56:40 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 20:56:40 | INFO | reconforge | ReconForge execution completed
2026-08-07 21:00:57 | INFO | reconforge | ReconForge started
2026-08-07 21:00:57 | INFO | reconforge | Target received: example.com
2026-08-07 21:00:57 | INFO | reconforge | Target normalized successfully: example.com
2026-08-07 21:00:57 | INFO | reconforge.whois | Starting WHOIS lookup for example.com
2026-08-07 21:00:59 | INFO | reconforge.whois | WHOIS lookup completed for example.com with status success
2026-08-07 21:00:59 | INFO | reconforge.dns | Starting DNS lookup for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 2 A record(s) for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 1 AAAA record(s) for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 1 MX record(s) for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 2 NS record(s) for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 2 TXT record(s) for example.com
2026-08-07 21:00:59 | DEBUG | reconforge.dns | No CNAME records found for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | Collected 1 SOA record(s) for example.com
2026-08-07 21:00:59 | INFO | reconforge.dns | DNS lookup completed for example.com with status success
2026-08-07 21:00:59 | INFO | reconforge.ip | Starting IP information reconnaissance
2026-08-07 21:00:59 | INFO | reconforge.ip | Analyzing IP address 104.20.23.154
2026-08-07 21:01:04 | INFO | reconforge.ip | Analyzing IP address 172.66.147.243
2026-08-07 21:01:09 | INFO | reconforge.ip | Analyzing IP address 2606:4700:90d5:72db:f243:0:ef6b:ff98
2026-08-07 21:01:10 | INFO | reconforge.ip | IP reconnaissance completed with 3 IP address(es)
2026-08-07 21:01:10 | INFO | reconforge.http | Starting HTTP reconnaissance for https://example.com
2026-08-07 21:01:11 | INFO | reconforge.http | HTTP reconnaissance completed for https://example.com: status=200
2026-08-07 21:01:11 | INFO | reconforge.robots | Starting robots.txt collection for https://example.com/robots.txt
2026-08-07 21:01:11 | INFO | reconforge.robots | robots.txt not found for https://example.com
2026-08-07 21:01:11 | INFO | reconforge.tls | Starting TLS certificate analysis for example.com
2026-08-07 21:01:11 | INFO | reconforge.tls | TLS certificate analysis completed for example.com
2026-08-07 21:01:11 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 21:01:11 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 21:01:11 | INFO | reconforge | ReconForge execution completed
2026-08-07 21:01:28 | INFO | reconforge | ReconForge started
2026-08-07 21:01:28 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 21:01:28 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 21:01:28 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:01:29 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 21:01:29 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 21:01:29 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 21:01:29 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:01:29 | INFO | reconforge.ip | Starting IP information reconnaissance
2026-08-07 21:01:29 | INFO | reconforge.ip | Analyzing IP address 118.139.164.184
2026-08-07 21:01:30 | INFO | reconforge.ip | IP reconnaissance completed with 1 IP address(es)
2026-08-07 21:01:30 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 21:01:30 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 21:01:30 | INFO | reconforge.robots | Starting robots.txt collection for https://jspmrscoe.edu.in/robots.txt
2026-08-07 21:01:31 | INFO | reconforge.robots | robots.txt not found for https://jspmrscoe.edu.in
2026-08-07 21:01:31 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 21:01:31 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 21:01:31 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 21:01:31 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 21:01:31 | INFO | reconforge | ReconForge execution completed
2026-08-07 21:04:21 | INFO | reconforge | ReconForge started
2026-08-07 21:04:21 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 21:04:21 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 21:04:21 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 21:04:21 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:04:21 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 21:04:22 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 21:04:22 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 21:04:22 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:04:22 | INFO | reconforge.ip | Starting IP information reconnaissance
2026-08-07 21:04:22 | INFO | reconforge.ip | Analyzing IP address 118.139.164.184
2026-08-07 21:04:23 | INFO | reconforge.ip | IP reconnaissance completed with 1 IP address(es)
2026-08-07 21:04:23 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 21:04:23 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 21:04:23 | INFO | reconforge.robots | Starting robots.txt collection for https://jspmrscoe.edu.in/robots.txt
2026-08-07 21:04:24 | INFO | reconforge.robots | robots.txt not found for https://jspmrscoe.edu.in
2026-08-07 21:04:24 | INFO | reconforge.sitemap | Starting sitemap discovery for https://jspmrscoe.edu.in
2026-08-07 21:04:24 | INFO | reconforge.sitemap | Fetching sitemap https://jspmrscoe.edu.in/sitemap.xml
2026-08-07 21:04:24 | INFO | reconforge.sitemap | Fetching sitemap https://jspmrscoe.edu.in/sitemap_index.xml
2026-08-07 21:04:25 | INFO | reconforge.sitemap | No sitemap discovered for https://jspmrscoe.edu.in
2026-08-07 21:04:25 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 21:04:25 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 21:04:25 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 21:04:25 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 21:04:25 | INFO | reconforge | ReconForge execution completed
2026-08-07 21:09:13 | INFO | reconforge | ReconForge started
2026-08-07 21:09:13 | INFO | reconforge | Target received: jspmrscoe.edu.in
2026-08-07 21:09:13 | INFO | reconforge | Target normalized successfully: jspmrscoe.edu.in
2026-08-07 21:09:13 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:09:14 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 21:09:14 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 21:09:14 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
2026-08-07 21:09:14 | INFO | reconforge.dns | DNS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:09:14 | INFO | reconforge.ip | Starting IP information reconnaissance
2026-08-07 21:09:14 | INFO | reconforge.ip | Analyzing IP address 118.139.164.184
2026-08-07 21:09:15 | INFO | reconforge.ip | IP reconnaissance completed with 1 IP address(es)
2026-08-07 21:09:15 | INFO | reconforge.http | Starting HTTP reconnaissance for https://jspmrscoe.edu.in
2026-08-07 21:09:15 | INFO | reconforge.http | HTTP reconnaissance completed for https://jspmrscoe.edu.in: status=200
2026-08-07 21:09:15 | INFO | reconforge.robots | Starting robots.txt collection for https://jspmrscoe.edu.in/robots.txt
2026-08-07 21:09:16 | INFO | reconforge.robots | robots.txt not found for https://jspmrscoe.edu.in
2026-08-07 21:09:16 | INFO | reconforge.sitemap | Starting sitemap discovery for https://jspmrscoe.edu.in
2026-08-07 21:09:16 | INFO | reconforge.sitemap | Fetching sitemap https://jspmrscoe.edu.in/sitemap.xml
2026-08-07 21:09:16 | INFO | reconforge.sitemap | Fetching sitemap https://jspmrscoe.edu.in/sitemap_index.xml
2026-08-07 21:09:17 | INFO | reconforge.sitemap | No sitemap discovered for https://jspmrscoe.edu.in
2026-08-07 21:09:17 | INFO | reconforge.tls | Starting TLS certificate analysis for jspmrscoe.edu.in
2026-08-07 21:09:17 | INFO | reconforge.tls | TLS certificate analysis completed for jspmrscoe.edu.in
2026-08-07 21:09:17 | INFO | reconforge.security_headers | Starting security header analysis
2026-08-07 21:09:17 | INFO | reconforge.security_headers | Security header analysis completed with 9 observation(s)
2026-08-07 21:09:17 | INFO | reconforge | ReconForge execution completed
2026-08-07 21:25:23 | INFO | reconforge.dashboard | Dashboard scan requested for jspmrscoe.edu.in
2026-08-07 21:25:23 | INFO | reconforge.whois | Starting WHOIS lookup for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.whois | WHOIS lookup completed for jspmrscoe.edu.in with status success
2026-08-07 21:25:24 | INFO | reconforge.dns | Starting DNS lookup for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.dns | Collected 1 A record(s) for jspmrscoe.edu.in
2026-08-07 21:25:24 | DEBUG | reconforge.dns | No AAAA records found for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.dns | Collected 5 MX record(s) for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.dns | Collected 2 NS record(s) for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.dns | Collected 2 TXT record(s) for jspmrscoe.edu.in
2026-08-07 21:25:24 | DEBUG | reconforge.dns | No CNAME records found for jspmrscoe.edu.in
2026-08-07 21:25:24 | INFO | reconforge.dns | Collected 1 SOA record(s) for jspmrscoe.edu.in
